FLUOTHANE;HALOTANO ANESTÉSICO;250ML;1 FRASCO
ISORANE;ISOFLURANO ANESÉSICO;250ML;1 FRASCO
SOJURN;SEVOFLURANO ANESTÉSICO;250ML;1 FRASCO
GENERICO NOME;LIDOCAÍNA INJEÇÃO;2%/20ML;1 FRASCO
